"intervention","space","time","costs"
"maxoilcubecliniczflourzcubefcube","North","7",1452238.86
"maxoilcubecliniczflourzcubefcube","North","8",1536505.32
"maxoilcubecliniczflourzcubefcube","North","9",1577561.67
"maxoilcubecliniczflourzcubefcube","North","10",1568198.54
"maxoilcubecliniczflourzcubefcube","South","1",872139.07
"maxoilcubecliniczflourzcubefcube","South","2",783934.03
"maxoilcubecliniczflourzcubefcube","South","3",1041132.64
"maxoilcubecliniczflourzcubefcube","South","4",1600125.24
"maxoilcubecliniczflourzcubefcube","South","5",1675718.84
"maxoilcubecliniczflourzcubefcube","South","6",1732837.13
"maxoilcubecliniczflourzcubefcube","South","7",1666085.69
"maxoilcubecliniczflourzcubefcube","South","8",1756004.90
"maxoilcubecliniczflourzcubefcube","South","9",1799881.19
"maxoilcubecliniczflourzcubefcube","South","10",1787435.46
"maxoilcubecliniczflourzcubefcube","Cities","1",625137.19
"maxoilcubecliniczflourzcubefcube","Cities","2",549922.76
"maxoilcubecliniczflourzcubefcube","Cities","3",794589.49
"maxoilcubecliniczflourzcubefcube","Cities","4",1096078.21
"maxoilcubecliniczflourzcubefcube","Cities","5",1180411.88
"maxoilcubecliniczflourzcubefcube","Cities","6",1208417.51
"maxoilcubecliniczflourzcubefcube","Cities","7",1148025.75
"maxoilcubecliniczflourzcubefcube","Cities","8",1204845.83
"maxoilcubecliniczflourzcubefcube","Cities","9",1261563.49
"maxoilcubecliniczflourzcubefcube","Cities","10",1268994.52
"maxoilcubecliniczflourzcubefcubefflour","North","1",652610.88
"maxoilcubecliniczflourzcubefcubefflour","North","2",606985.49
"maxoilcubecliniczflourzcubefcubefflour","North","3",798133.68
"maxoilcubecliniczflourzcubefcubefflour","North","4",1283868.51
"maxoilcubecliniczflourzcubefcubefflour","North","5",1352658.35
"maxoilcubecliniczflourzcubefcubefflour","North","6",1384411.86
"maxoilcubecliniczflourzcubefcubefflour","North","7",1349374.88
"maxoilcubecliniczflourzcubefcubefflour","North","8",1402178.01
"maxoilcubecliniczflourzcubefcubefflour","North","9",1450678.85
"maxoilcubecliniczflourzcubefcubefflour","North","10",1463049.98
"maxoilcubecliniczflourzcubefcubefflour","South","1",807995.99
"maxoilcubecliniczflourzcubefcubefflour","South","2",737284.12
"maxoilcubecliniczflourzcubefcubefflour","South","3",971309.73
"maxoilcubecliniczflourzcubefcubefflour","South","4",1501714.51
"maxoilcubecliniczflourzcubefcubefflour","South","5",1576790.81
"maxoilcubecliniczflourzcubefcubefflour","South","6",1608633.41
"maxoilcubecliniczflourzcubefcubefflour","South","7",1566113.01
"maxoilcubecliniczflourzcubefcubefflour","South","8",1621722.13
"maxoilcubecliniczflourzcubefcubefflour","South","9",1674097.51
"maxoilcubecliniczflourzcubefcubefflour","South","10",1685875.75
"maxoilcubecliniczflourzcubefcubefflour","Cities","1",593803.60
"maxoilcubecliniczflourzcubefcubefflour","Cities","2",528857.25
"maxoilcubecliniczflourzcubefcubefflour","Cities","3",772600.48
"maxoilcubecliniczflourzcubefcubefflour","Cities","4",1057990.20
"maxoilcubecliniczflourzcubefcubefflour","Cities","5",1142476.27
"maxoilcubecliniczflourzcubefcubefflour","Cities","6",1156310.47
"maxoilcubecliniczflourzcubefcubefflour","Cities","7",1110405.29
"maxoilcubecliniczflourzcubefcubefflour","Cities","8",1147836.20
"maxoilcubecliniczflourzcubefcubefflour","Cities","9",1209946.43
"maxoilcubecliniczflourzcubefcubefflour","Cities","10",1231876.45
"maxoilcubecliniczflourzcubefflour","North","1",652610.88
"maxoilcubecliniczflourzcubefflour","North","2",606985.49
"maxoilcubecliniczflourzcubefflour","North","3",798133.68
"maxoilcubecliniczflourzcubefflour","North","4",1283868.51
"maxoilcubecliniczflourzcubefflour","North","5",1352658.35
"maxoilcubecliniczflourzcubefflour","North","6",1384411.86
"maxoilcubecliniczflourzcubefflour","North","7",1349374.88
"maxoilcubecliniczflourzcubefflour","North","8",1402178.01
"maxoilcubecliniczflourzcubefflour","North","9",1450678.85
"maxoilcubecliniczflourzcubefflour","North","10",1463049.98
"maxoilcubecliniczflourzcubefflour","South","1",807995.99
"maxoilcubecliniczflourzcubefflour","South","2",737284.12
"maxoilcubecliniczflourzcubefflour","South","3",971309.73
"maxoilcubecliniczflourzcubefflour","South","4",1501714.51
"maxoilcubecliniczflourzcubefflour","South","5",1576790.81
"maxoilcubecliniczflourzcubefflour","South","6",1608633.41
"maxoilcubecliniczflourzcubefflour","South","7",1566113.01
"maxoilcubecliniczflourzcubefflour","South","8",1621722.13
"maxoilcubecliniczflourzcubefflour","South","9",1674097.51
"maxoilcubecliniczflourzcubefflour","South","10",1685875.75
"maxoilcubecliniczflourzcubefflour","Cities","1",593803.60
"maxoilcubecliniczflourzcubefflour","Cities","2",528857.25
"maxoilcubecliniczflourzcubefflour","Cities","3",772600.48
"maxoilcubecliniczflourzcubefflour","Cities","4",1057990.20
"maxoilcubecliniczflourzcubefflour","Cities","5",1142476.27
"maxoilcubecliniczflourzcubefflour","Cities","6",1156310.47
"maxoilcubecliniczflourzcubefflour","Cities","7",1110405.29
"maxoilcubecliniczflourzcubefflour","Cities","8",1147836.20
"maxoilcubecliniczflourzcubefflour","Cities","9",1209946.43
"maxoilcubecliniczflourzcubefflour","Cities","10",1231876.45
"maxoilcubefcube","North","1",255521.73
"maxoilcubefcube","North","2",242232.69
"maxoilcubefcube","North","3",342928.36
"maxoilcubefcube","North","4",842413.22
"maxoilcubefcube","North","5",885676.27
"maxoilcubefcube","North","6",917075.81
"maxoilcubefcube","North","7",890956.33
"maxoilcubefcube","North","8",938176.62
"maxoilcubefcube","North","9",966609.69
"maxoilcubefcube","North","10",968218.06
"maxoilcubefcube","South","1",229376.17
"maxoilcubefcube","South","2",214107.08
"maxoilcubefcube","South","3",309498.71
"maxoilcubefcube","South","4",863691.63
"maxoilcubefcube","South","5",902809.54
"maxoilcubefcube","South","6",938473.89
"maxoilcubefcube","South","7",914376.13
"maxoilcubefcube","South","8",965398.43
"maxoilcubefcube","South","9",990184.66
"maxoilcubefcube","South","10",988978.13
"maxoilcubefcube","Cities","1",279050.78
"maxoilcubefcube","Cities","2",272047.88
"maxoilcubefcube","Cities","3",370774.41
"maxoilcubefcube","Cities","4",678316.59
"maxoilcubefcube","Cities","5",724930.13
"maxoilcubefcube","Cities","6",742406.85
"maxoilcubefcube","Cities","7",715345.82
"maxoilcubefcube","Cities","8",747500.73
"maxoilcubefcube","Cities","9",780210.31
"maxoilcubefcube","Cities","10",787926.26
"maxoilcubefcubefflour","North","1",361299.73
"maxoilcubefcubefflour","North","2",312022.69
"maxoilcubefcubefflour","North","3",459274.36
"maxoilcubefcubefflour","North","4",772066.36
"maxoilcubefcubefflour","North","5",832282.74
"maxoilcubefcubefflour","North","6",855458.07
"maxoilcubefcubefflour","North","7",811848.59
"maxoilcubefcubefflour","North","8",856095.60
"maxoilcubefcubefflour","North","9",896073.85
"maxoilcubefcubefflour","North","10",899965.52
"maxoilcubefcubefflour","South","1",396649.17
"maxoilcubefcubefflour","South","2",324471.08
"maxoilcubefcubefflour","South","3",493483.71
"maxoilcubefcubefflour","South","4",835834.09
"maxoilcubefcubefflour","South","5",903710.44
"maxoilcubefcubefflour","South","6",928338.63
"maxoilcubefcubefflour","South","7",878571.81
"maxoilcubefcubefflour","South","8",926899.76
"maxoilcubefcubefflour","South","9",971970.23
"maxoilcubefcubefflour","South","10",976418.37
"maxoilcubefcubefflour","Cities","1",453927.78
"maxoilcubefcubefflour","Cities","2",387428.88
"maxoilcubefcubefflour","Cities","3",563123.41
"maxoilcubefcubefflour","Cities","4",738170.70
"maxoilcubefcubefflour","Cities","5",816930.38
"maxoilcubefcubefflour","Cities","6",824970.42
"maxoilcubefcubefflour","Cities","7",773195.74
"maxoilcubefcubefflour","Cities","8",804677.36
"maxoilcubefcubefflour","Cities","9",860755.11
"maxoilcubefcubefflour","Cities","10",876564.73
"maxoilcubefflour","North","1",361299.73
"maxoilcubefflour","North","2",312022.69
"maxoilcubefflour","North","3",459274.36
"maxoilcubefflour","North","4",772066.36
"maxoilcubefflour","North","5",832282.74
"maxoilcubefflour","North","6",855458.07
"maxoilcubefflour","North","7",811848.59
"maxoilcubefflour","North","8",856095.60
"maxoilcubefflour","North","9",896073.85
"maxoilcubefflour","North","10",899965.52
"maxoilcubefflour","South","1",396649.17
"maxoilcubefflour","South","2",324471.08
"maxoilcubefflour","South","3",493483.71
"maxoilcubefflour","South","4",835834.09
"maxoilcubefflour","South","5",903710.44
"maxoilcubefflour","South","6",928338.63
"maxoilcubefflour","South","7",878571.81
"maxoilcubefflour","South","8",926899.76
"maxoilcubefflour","South","9",971970.23
"maxoilcubefflour","South","10",976418.37
"maxoilcubefflour","Cities","1",453927.78
"maxoilcubefflour","Cities","2",387428.88
"maxoilcubefflour","Cities","3",563123.41
"maxoilcubefflour","Cities","4",738170.70
"maxoilcubefflour","Cities","5",816930.38
"maxoilcubefflour","Cities","6",824970.42
"maxoilcubefflour","Cities","7",773195.74
"maxoilcubefflour","Cities","8",804677.36
"maxoilcubefflour","Cities","9",860755.11
"maxoilcubefflour","Cities","10",876564.73
"maxoilcubevas","North","1",1276379.32
"maxoilcubevas","North","2",1264134.44
"maxoilcubevas","North","3",1365892.66
"maxoilcubevas","North","4",1693154.28
"maxoilcubevas","North","5",1733433.52
"maxoilcubevas","North","6",1761792.40
"maxoilcubevas","North","7",1732568.26
"maxoilcubevas","North","8",1776619.48
"maxoilcubevas","North","9",1801820.71
"maxoilcubevas","North","10",1800132.40
"maxoilcubevas","South","1",1601548.99
"maxoilcubevas","South","2",1586585.88
"maxoilcubevas","South","3",1682261.41
"maxoilcubevas","South","4",2046058.91
"maxoilcubevas","South","5",2080953.00
"maxoilcubevas","South","6",2112321.51
"maxoilcubevas","South","7",2083859.37
"maxoilcubevas","South","8",2130455.16
"maxoilcubevas","South","9",2150757.66
"maxoilcubevas","South","10",2145011.73
"maxoilcubevas","Cities","1",844988.91
"maxoilcubevas","Cities","2",838429.21
"maxoilcubevas","Cities","3",937597.60
"maxoilcubevas","Cities","4",1135239.51
"maxoilcubevas","Cities","5",1179720.72
"maxoilcubevas","Cities","6",1195045.91
"maxoilcubevas","Cities","7",1165816.93
"maxoilcubevas","Cities","8",1195790.77
"maxoilcubevas","Cities","9",1226311.08
"maxoilcubevas","Cities","10",1231834.45
"maxoilcubevasfcube","North","1",1276379.32
"maxoilcubevasfcube","North","2",1264134.44
"maxoilcubevasfcube","North","3",1365892.66
"maxoilcubevasfcube","North","4",1866449.15
"maxoilcubevasfcube","North","5",1910780.05
"maxoilcubevasfcube","North","6",1943231.14
"maxoilcubevasfcube","North","7",1918140.00
"maxoilcubevasfcube","North","8",1966364.50
"maxoilcubevasfcube","North","9",1995777.55
"maxoilcubevasfcube","North","10",1998337.93
"maxoilcubevasfcube","South","1",1601548.99
"maxoilcubevasfcube","South","2",1586585.88
"maxoilcubevasfcube","South","3",1682261.41
"maxoilcubevasfcube","South","4",2236714.44
"maxoilcubevasfcube","South","5",2276066.10
"maxoilcubevasfcube","South","6",2311936.77
"maxoilcubevasfcube","South","7",2288021.68
"maxoilcubevasfcube","South","8",2339208.83
"maxoilcubevasfcube","South","9",2364145.09
"maxoilcubevasfcube","South","10",2363073.49
"maxoilcubevasfcube","Cities","1",844988.91
"maxoilcubevasfcube","Cities","2",838429.21
"maxoilcubevasfcube","Cities","3",937597.60
"maxoilcubevasfcube","Cities","4",1245583.40
"maxoilcubevasfcube","Cities","5",1292644.47
"maxoilcubevasfcube","Cities","6",1310575.33
"maxoilcubevasfcube","Cities","7",1283978.00
"maxoilcubevasfcube","Cities","8",1316609.15
"maxoilcubevasfcube","Cities","9",1349811.29
"maxoilcubevasfcube","Cities","10",1358039.97
"maxoilcubevasfcubefflour","North","1",1382157.32
"maxoilcubevasfcubefflour","North","2",1333924.44
"maxoilcubevasfcubefflour","North","3",1482238.66
"maxoilcubevasfcubefflour","North","4",1796102.28
"maxoilcubevasfcubefflour","North","5",1857386.52
"maxoilcubevasfcubefflour","North","6",1881613.40
"maxoilcubevasfcubefflour","North","7",1839032.26
"maxoilcubevasfcubefflour","North","8",1884283.48
"maxoilcubevasfcubefflour","North","9",1925241.71
"maxoilcubevasfcubefflour","North","10",1930085.40
"maxoilcubevasfcubefflour","South","1",1768821.99
"maxoilcubevasfcubefflour","South","2",1696949.88
"maxoilcubevasfcubefflour","South","3",1866246.41
"maxoilcubevasfcubefflour","South","4",2208856.91
"maxoilcubevasfcubefflour","South","5",2276967.00
"maxoilcubevasfcubefflour","South","6",2301801.51
"maxoilcubevasfcubefflour","South","7",2252217.37
"maxoilcubevasfcubefflour","South","8",2300710.16
"maxoilcubevasfcubefflour","South","9",2345930.66
"maxoilcubevasfcubefflour","South","10",2350513.73
"maxoilcubevasfcubefflour","Cities","1",1019865.91
"maxoilcubevasfcubefflour","Cities","2",953810.21
"maxoilcubevasfcubefflour","Cities","3",1129946.60
"maxoilcubevasfcubefflour","Cities","4",1305437.51
"maxoilcubevasfcubefflour","Cities","5",1384644.72
"maxoilcubevasfcubefflour","Cities","6",1393138.91
"maxoilcubevasfcubefflour","Cities","7",1341827.93
"maxoilcubevasfcubefflour","Cities","8",1373785.77
"maxoilcubevasfcubefflour","Cities","9",1430356.08
"maxoilcubevasfcubefflour","Cities","10",1446678.45
"maxoilcubevasfflour","North","1",1382157.32
"maxoilcubevasfflour","North","2",1333924.44
"maxoilcubevasfflour","North","3",1482238.66
"maxoilcubevasfflour","North","4",1796102.28
"maxoilcubevasfflour","North","5",1857386.52
"maxoilcubevasfflour","North","6",1881613.40
"maxoilcubevasfflour","North","7",1839032.26
"maxoilcubevasfflour","North","8",1884283.48
"maxoilcubevasfflour","North","9",1925241.71
"maxoilcubevasfflour","North","10",1930085.40
"maxoilcubevasfflour","South","1",1768821.99
"maxoilcubevasfflour","South","2",1696949.88
"maxoilcubevasfflour","South","3",1866246.41
"maxoilcubevasfflour","South","4",2208856.91
"maxoilcubevasfflour","South","5",2276967.00
"maxoilcubevasfflour","South","6",2301801.51
"maxoilcubevasfflour","South","7",2252217.37
"maxoilcubevasfflour","South","8",2300710.16
"maxoilcubevasfflour","South","9",2345930.66
"maxoilcubevasfflour","South","10",2350513.73
"maxoilcubevasfflour","Cities","1",1019865.91
"maxoilcubevasfflour","Cities","2",953810.21
"maxoilcubevasfflour","Cities","3",1129946.60
"maxoilcubevasfflour","Cities","4",1305437.51
"maxoilcubevasfflour","Cities","5",1384644.72
"maxoilcubevasfflour","Cities","6",1393138.91
"maxoilcubevasfflour","Cities","7",1341827.93
"maxoilcubevasfflour","Cities","8",1373785.77
"maxoilcubevasfflour","Cities","9",1430356.08
"maxoilcubevasfflour","Cities","10",1446678.45
"maxoilcubevaszflour","North","1",1393177.17
"maxoilcubevaszflour","North","2",1345218.55
"maxoilcubevaszflour","North","3",1517301.41
"maxoilcubevaszflour","North","4",1832014.65
"maxoilcubevaszflour","North","5",1894158.58
"maxoilcubevaszflour","North","6",1919255.55
"maxoilcubevaszflour","North","7",1877555.00
"maxoilcubevaszflour","North","8",1923697.36
"maxoilcubevaszflour","North","9",1965557.05
"maxoilcubevaszflour","North","10",1971312.66
"maxoilcubevaszflour","South","1",1786248.61
"maxoilcubevaszflour","South","2",1714809.17
"maxoilcubevaszflour","South","3",1921693.41
"maxoilcubevaszflour","South","4",2265647.37
"maxoilcubevaszflour","South","5",2335117.46
"maxoilcubevaszflour","South","6",2361327.70
"maxoilcubevaszflour","South","7",2313135.85
"maxoilcubevaszflour","South","8",2363038.49
"maxoilcubevaszflour","South","9",2409684.02
"maxoilcubevaszflour","South","10",2415709.63
"maxoilcubevaszflour","Cities","1",1038084.37
"maxoilcubevaszflour","Cities","2",972481.11
"maxoilcubevaszflour","Cities","3",1187913.39
"maxoilcubevaszflour","Cities","4",1364809.74
"maxoilcubevaszflour","Cities","5",1445438.66
"maxoilcubevaszflour","Cities","6",1455371.10
"maxoilcubevaszflour","Cities","7",1405515.57
"maxoilcubevaszflour","Cities","8",1438946.58
"maxoilcubevaszflour","Cities","9",1497007.39
"maxoilcubevaszflour","Cities","10",1514837.38
"maxoilcubevaszflourfcube","North","1",1393177.17
"maxoilcubevaszflourfcube","North","2",1345218.55
"maxoilcubevaszflourfcube","North","3",1517301.41
"maxoilcubevaszflourfcube","North","4",2005309.52
"maxoilcubevaszflourfcube","North","5",2071505.11
"maxoilcubevaszflourfcube","North","6",2100694.29
"maxoilcubevaszflourfcube","North","7",2063126.75
"maxoilcubevaszflourfcube","North","8",2113442.38
"maxoilcubevaszflourfcube","North","9",2159513.89
"maxoilcubevaszflourfcube","North","10",2169518.19
"maxoilcubevaszflourfcube","South","1",1786248.61
"maxoilcubevaszflourfcube","South","2",1714809.17
"maxoilcubevaszflourfcube","South","3",1921693.41
"maxoilcubevaszflourfcube","South","4",2456302.91
"maxoilcubevaszflourfcube","South","5",2530230.55
"maxoilcubevaszflourfcube","South","6",2560942.96
"maxoilcubevaszflourfcube","South","7",2517298.16
"maxoilcubevaszflourfcube","South","8",2571792.16
"maxoilcubevaszflourfcube","South","9",2623071.45
"maxoilcubevaszflourfcube","South","10",2633771.39
"maxoilcubevaszflourfcube","Cities","1",1038084.37
"maxoilcubevaszflourfcube","Cities","2",972481.11
"maxoilcubevaszflourfcube","Cities","3",1187913.39
"maxoilcubevaszflourfcube","Cities","4",1475153.63
"maxoilcubevaszflourfcube","Cities","5",1558362.40
"maxoilcubevaszflourfcube","Cities","6",1570900.52
