"intervention","space","time","lives_saved"
"maxoilcliniczflourfflour","North","4",1299.57
"maxoilcliniczflourfflour","North","5",1318.37
"maxoilcliniczflourfflour","North","6",1338.76
"maxoilcliniczflourfflour","North","7",1361.35
"maxoilcliniczflourfflour","North","8",1386.13
"maxoilcliniczflourfflour","North","9",1414.12
"maxoilcliniczflourfflour","North","10",1444.11
"maxoilcliniczflourfflour","South","1",922.15
"maxoilcliniczflourfflour","South","2",927.92
"maxoilcliniczflourfflour","South","3",932.25
"maxoilcliniczflourfflour","South","4",937.01
"maxoilcliniczflourfflour","South","5",941.78
"maxoilcliniczflourfflour","South","6",945.11
"maxoilcliniczflourfflour","South","7",948.99
"maxoilcliniczflourfflour","South","8",950.87
"maxoilcliniczflourfflour","South","9",953.76
"maxoilcliniczflourfflour","South","10",955.20
"maxoilcliniczflourfflour","Cities","1",752.22
"maxoilcliniczflourfflour","Cities","2",774.04
"maxoilcliniczflourfflour","Cities","3",794.87
"maxoilcliniczflourfflour","Cities","4",815.70
"maxoilcliniczflourfflour","Cities","5",835.90
"maxoilcliniczflourfflour","Cities","6",855.11
"maxoilcliniczflourfflour","Cities","7",872.69
"maxoilcliniczflourfflour","Cities","8",890.28
"maxoilcliniczflourfflour","Cities","9",907.87
"maxoilcliniczflourfflour","Cities","10",921.83
"maxoilcliniczflourzcube","North","1",1080.70
"maxoilcliniczflourzcube","North","2",1088.13
"maxoilcliniczflourzcube","North","3",1209.59
"maxoilcliniczflourzcube","North","4",1221.58
"maxoilcliniczflourzcube","North","5",1238.77
"maxoilcliniczflourzcube","North","6",1257.76
"maxoilcliniczflourzcube","North","7",1279.35
"maxoilcliniczflourzcube","North","8",1301.74
"maxoilcliniczflourzcube","North","9",1326.73
"maxoilcliniczflourzcube","North","10",1353.31
"maxoilcliniczflourzcube","South","1",732.27
"maxoilcliniczflourzcube","South","2",735.51
"maxoilcliniczflourzcube","South","3",758.15
"maxoilcliniczflourzcube","South","4",762.92
"maxoilcliniczflourzcube","South","5",766.25
"maxoilcliniczflourzcube","South","6",769.57
"maxoilcliniczflourzcube","South","7",772.46
"maxoilcliniczflourzcube","South","8",774.78
"maxoilcliniczflourzcube","South","9",776.22
"maxoilcliniczflourzcube","South","10",778.11
"maxoilcliniczflourzcube","Cities","1",613.74
"maxoilcliniczflourzcube","Cities","2",631.97
"maxoilcliniczflourzcube","Cities","3",671.77
"maxoilcliniczflourzcube","Cities","4",689.97
"maxoilcliniczflourzcube","Cities","5",707.18
"maxoilcliniczflourzcube","Cities","6",724.39
"maxoilcliniczflourzcube","Cities","7",739.97
"maxoilcliniczflourzcube","Cities","8",755.56
"maxoilcliniczflourzcube","Cities","9",770.52
"maxoilcliniczflourzcube","Cities","10",784.49
"maxoilcliniczflourzcubefcube","North","1",1489.00
"maxoilcliniczflourzcubefcube","North","2",1499.19
"maxoilcliniczflourzcubefcube","North","3",1512.59
"maxoilcliniczflourzcubefcube","North","4",1530.58
"maxoilcliniczflourzcubefcube","North","5",1553.77
"maxoilcliniczflourzcubefcube","North","6",1577.76
"maxoilcliniczflourzcubefcube","North","7",1604.35
"maxoilcliniczflourzcubefcube","North","8",1633.74
"maxoilcliniczflourzcubefcube","North","9",1666.73
"maxoilcliniczflourzcubefcube","North","10",1701.31
"maxoilcliniczflourzcubefcube","South","1",1183.06
"maxoilcliniczflourzcubefcube","South","2",1188.39
"maxoilcliniczflourzcubefcube","South","3",1194.15
"maxoilcliniczflourzcubefcube","South","4",1201.92
"maxoilcliniczflourzcubefcube","South","5",1206.25
"maxoilcliniczflourzcubefcube","South","6",1210.57
"maxoilcliniczflourzcubefcube","South","7",1215.46
"maxoilcliniczflourzcubefcube","South","8",1218.78
"maxoilcliniczflourzcubefcube","South","9",1221.22
"maxoilcliniczflourzcubefcube","South","10",1223.11
"maxoilcliniczflourzcubefcube","Cities","1",817.11
"maxoilcliniczflourzcubefcube","Cities","2",840.94
"maxoilcliniczflourzcubefcube","Cities","3",864.77
"maxoilcliniczflourzcubefcube","Cities","4",886.97
"maxoilcliniczflourzcubefcube","Cities","5",907.18
"maxoilcliniczflourzcubefcube","Cities","6",928.39
"maxoilcliniczflourzcubefcube","Cities","7",948.97
"maxoilcliniczflourzcubefcube","Cities","8",967.56
"maxoilcliniczflourzcubefcube","Cities","9",985.52
"maxoilcliniczflourzcubefcube","Cities","10",1001.49
"maxoilcliniczflourzcubefcubefflour","North","1",1496.00
"maxoilcliniczflourzcubefcubefflour","North","2",1506.19
"maxoilcliniczflourzcubefcubefflour","North","3",1519.59
"maxoilcliniczflourzcubefcubefflour","North","4",1538.58
"maxoilcliniczflourzcubefcubefflour","North","5",1560.77
"maxoilcliniczflourzcubefcubefflour","North","6",1584.76
"maxoilcliniczflourzcubefcubefflour","North","7",1612.35
"maxoilcliniczflourzcubefcubefflour","North","8",1641.74
"maxoilcliniczflourzcubefcubefflour","North","9",1674.73
"maxoilcliniczflourzcubefcubefflour","North","10",1709.31
"maxoilcliniczflourzcubefcubefflour","South","1",1207.06
"maxoilcliniczflourzcubefcubefflour","South","2",1212.39
"maxoilcliniczflourzcubefcubefflour","South","3",1218.15
"maxoilcliniczflourzcubefcubefflour","South","4",1225.92
"maxoilcliniczflourzcubefcubefflour","South","5",1230.25
"maxoilcliniczflourzcubefcubefflour","South","6",1235.57
"maxoilcliniczflourzcubefcubefflour","South","7",1240.46
"maxoilcliniczflourzcubefcubefflour","South","8",1243.78
"maxoilcliniczflourzcubefcubefflour","South","9",1246.22
"maxoilcliniczflourzcubefcubefflour","South","10",1247.11
"maxoilcliniczflourzcubefcubefflour","Cities","1",829.11
"maxoilcliniczflourzcubefcubefflour","Cities","2",852.94
"maxoilcliniczflourzcubefcubefflour","Cities","3",876.77
"maxoilcliniczflourzcubefcubefflour","Cities","4",898.97
"maxoilcliniczflourzcubefcubefflour","Cities","5",920.18
"maxoilcliniczflourzcubefcubefflour","Cities","6",942.39
"maxoilcliniczflourzcubefcubefflour","Cities","7",961.97
"maxoilcliniczflourzcubefcubefflour","Cities","8",981.56
"maxoilcliniczflourzcubefcubefflour","Cities","9",999.52
"maxoilcliniczflourzcubefcubefflour","Cities","10",1016.49
"maxoilcliniczflourzcubefflour","North","1",1375.00
"maxoilcliniczflourzcubefflour","North","2",1385.19
"maxoilcliniczflourzcubefflour","North","3",1396.59
"maxoilcliniczflourzcubefflour","North","4",1412.58
"maxoilcliniczflourzcubefflour","North","5",1432.77
"maxoilcliniczflourzcubefflour","North","6",1454.76
"maxoilcliniczflourzcubefflour","North","7",1480.35
"maxoilcliniczflourzcubefflour","North","8",1506.74
"maxoilcliniczflourzcubefflour","North","9",1536.73
"maxoilcliniczflourzcubefflour","North","10",1568.31
"maxoilcliniczflourzcubefflour","South","1",1035.06
"maxoilcliniczflourzcubefflour","South","2",1040.39
"maxoilcliniczflourzcubefflour","South","3",1045.15
"maxoilcliniczflourzcubefflour","South","4",1051.92
"maxoilcliniczflourzcubefflour","South","5",1056.25
"maxoilcliniczflourzcubefflour","South","6",1059.57
"maxoilcliniczflourzcubefflour","South","7",1064.46
"maxoilcliniczflourzcubefflour","South","8",1066.78
"maxoilcliniczflourzcubefflour","South","9",1069.22
"maxoilcliniczflourzcubefflour","South","10",1071.11
"maxoilcliniczflourzcubefflour","Cities","1",816.11
"maxoilcliniczflourzcubefflour","Cities","2",840.94
"maxoilcliniczflourzcubefflour","Cities","3",863.77
"maxoilcliniczflourzcubefflour","Cities","4",885.97
"maxoilcliniczflourzcubefflour","Cities","5",907.18
"maxoilcliniczflourzcubefflour","Cities","6",928.39
"maxoilcliniczflourzcubefflour","Cities","7",947.97
"maxoilcliniczflourzcubefflour","Cities","8",967.56
"maxoilcliniczflourzcubefflour","Cities","9",985.52
"maxoilcliniczflourzcubefflour","Cities","10",1001.49
"maxoilcube","North","1",537.00
"maxoilcube","North","2",540.91
"maxoilcube","North","3",695.97
"maxoilcube","North","4",1468.53
"maxoilcube","North","5",1489.33
"maxoilcube","North","6",1512.09
"maxoilcube","North","7",1538.74
"maxoilcube","North","8",1565.39
"maxoilcube","North","9",1595.95
"maxoilcube","North","10",1629.75
"maxoilcube","South","1",301.05
"maxoilcube","South","2",303.06
"maxoilcube","South","3",338.57
"maxoilcube","South","4",737.10
"maxoilcube","South","5",741.14
"maxoilcube","South","6",743.56
"maxoilcube","South","7",745.99
"maxoilcube","South","8",748.41
"maxoilcube","South","9",750.84
"maxoilcube","South","10",751.64
"maxoilcube","Cities","1",256.65
"maxoilcube","Cities","2",264.06
"maxoilcube","Cities","3",302.00
"maxoilcube","Cities","4",407.81
"maxoilcube","Cities","5",417.85
"maxoilcube","Cities","6",427.12
"maxoilcube","Cities","7",435.62
"maxoilcube","Cities","8",444.89
"maxoilcube","Cities","9",453.38
"maxoilcube","Cities","10",461.88
"maxoilcubeclinic","North","1",748.34
"maxoilcubeclinic","North","2",753.78
"maxoilcubeclinic","North","3",893.28
"maxoilcubeclinic","North","4",1573.69
"maxoilcubeclinic","North","5",1595.98
"maxoilcubeclinic","North","6",1620.36
"maxoilcubeclinic","North","7",1648.92
"maxoilcubeclinic","North","8",1677.48
"maxoilcubeclinic","North","9",1710.22
"maxoilcubeclinic","North","10",1746.45
"maxoilcubeclinic","South","1",367.77
"maxoilcubeclinic","South","2",370.23
"maxoilcubeclinic","South","3",400.70
"maxoilcubeclinic","South","4",749.59
"maxoilcubeclinic","South","5",753.70
"maxoilcubeclinic","South","6",756.16
"maxoilcubeclinic","South","7",758.63
"maxoilcubeclinic","South","8",761.10
"maxoilcubeclinic","South","9",763.56
"maxoilcubeclinic","South","10",764.38
"maxoilcubeclinic","Cities","1",276.45
"maxoilcubeclinic","Cities","2",284.43
"maxoilcubeclinic","Cities","3",319.00
"maxoilcubeclinic","Cities","4",411.92
"maxoilcubeclinic","Cities","5",422.06
"maxoilcubeclinic","Cities","6",431.43
"maxoilcubeclinic","Cities","7",440.01
"maxoilcubeclinic","Cities","8",449.37
"maxoilcubeclinic","Cities","9",457.95
"maxoilcubeclinic","Cities","10",466.53
"maxoilcubeclinicfcube","North","1",1830.28
"maxoilcubeclinicfcube","North","2",1843.43
"maxoilcubeclinicfcube","North","3",1859.97
"maxoilcubeclinicfcube","North","4",1882.69
"maxoilcubeclinicfcube","North","5",1910.98
"maxoilcubeclinicfcube","North","6",1940.36
"maxoilcubeclinicfcube","North","7",1973.92
"maxoilcubeclinicfcube","North","8",2009.48
"maxoilcubeclinicfcube","North","9",2050.22
"maxoilcubeclinicfcube","North","10",2094.45
"maxoilcubeclinicfcube","South","1",1169.26
"maxoilcubeclinicfcube","South","2",1176.19
"maxoilcubeclinicfcube","South","3",1181.48
"maxoilcubeclinicfcube","South","4",1188.59
"maxoilcubeclinicfcube","South","5",1193.70
"maxoilcubeclinicfcube","South","6",1197.16
"maxoilcubeclinicfcube","South","7",1201.63
"maxoilcubeclinicfcube","South","8",1205.10
"maxoilcubeclinicfcube","South","9",1208.56
"maxoilcubeclinicfcube","South","10",1209.38
"maxoilcubeclinicfcube","Cities","1",561.38
"maxoilcubeclinicfcube","Cities","2",577.30
"maxoilcubeclinicfcube","Cities","3",594.00
"maxoilcubeclinicfcube","Cities","4",608.92
"maxoilcubeclinicfcube","Cities","5",622.06
"maxoilcubeclinicfcube","Cities","6",635.43
"maxoilcubeclinicfcube","Cities","7",649.01
"maxoilcubeclinicfcube","Cities","8",661.37
"maxoilcubeclinicfcube","Cities","9",672.95
"maxoilcubeclinicfcube","Cities","10",683.53
"maxoilcubeclinicfcubefflour","North","1",1837.28
"maxoilcubeclinicfcubefflour","North","2",1850.43
"maxoilcubeclinicfcubefflour","North","3",1866.97
"maxoilcubeclinicfcubefflour","North","4",1890.69
"maxoilcubeclinicfcubefflour","North","5",1917.98
"maxoilcubeclinicfcubefflour","North","6",1947.36
"maxoilcubeclinicfcubefflour","North","7",1981.92
"maxoilcubeclinicfcubefflour","North","8",2017.48
"maxoilcubeclinicfcubefflour","North","9",2058.22
"maxoilcubeclinicfcubefflour","North","10",2102.45
"maxoilcubeclinicfcubefflour","South","1",1193.26
"maxoilcubeclinicfcubefflour","South","2",1200.19
"maxoilcubeclinicfcubefflour","South","3",1205.48
"maxoilcubeclinicfcubefflour","South","4",1212.59
"maxoilcubeclinicfcubefflour","South","5",1217.70
"maxoilcubeclinicfcubefflour","South","6",1222.16
"maxoilcubeclinicfcubefflour","South","7",1226.63
"maxoilcubeclinicfcubefflour","South","8",1230.10
"maxoilcubeclinicfcubefflour","South","9",1233.56
"maxoilcubeclinicfcubefflour","South","10",1233.38
"maxoilcubeclinicfcubefflour","Cities","1",573.38
"maxoilcubeclinicfcubefflour","Cities","2",589.30
"maxoilcubeclinicfcubefflour","Cities","3",606.00
"maxoilcubeclinicfcubefflour","Cities","4",620.92
"maxoilcubeclinicfcubefflour","Cities","5",635.06
"maxoilcubeclinicfcubefflour","Cities","6",649.43
"maxoilcubeclinicfcubefflour","Cities","7",662.01
"maxoilcubeclinicfcubefflour","Cities","8",675.37
"maxoilcubeclinicfcubefflour","Cities","9",686.95
"maxoilcubeclinicfcubefflour","Cities","10",698.53
"maxoilcubeclinicfflour","North","1",1716.28
"maxoilcubeclinicfflour","North","2",1729.43
"maxoilcubeclinicfflour","North","3",1743.97
"maxoilcubeclinicfflour","North","4",1764.69
"maxoilcubeclinicfflour","North","5",1789.98
"maxoilcubeclinicfflour","North","6",1817.36
"maxoilcubeclinicfflour","North","7",1849.92
"maxoilcubeclinicfflour","North","8",1882.48
"maxoilcubeclinicfflour","North","9",1920.22
"maxoilcubeclinicfflour","North","10",1961.45
"maxoilcubeclinicfflour","South","1",1021.26
"maxoilcubeclinicfflour","South","2",1028.19
"maxoilcubeclinicfflour","South","3",1032.48
"maxoilcubeclinicfflour","South","4",1038.59
"maxoilcubeclinicfflour","South","5",1043.70
"maxoilcubeclinicfflour","South","6",1046.16
"maxoilcubeclinicfflour","South","7",1050.63
"maxoilcubeclinicfflour","South","8",1053.10
"maxoilcubeclinicfflour","South","9",1056.56
"maxoilcubeclinicfflour","South","10",1057.38
"maxoilcubeclinicfflour","Cities","1",560.38
"maxoilcubeclinicfflour","Cities","2",577.30
"maxoilcubeclinicfflour","Cities","3",593.00
"maxoilcubeclinicfflour","Cities","4",607.92
"maxoilcubeclinicfflour","Cities","5",622.06
"maxoilcubeclinicfflour","Cities","6",635.43
"maxoilcubeclinicfflour","Cities","7",648.01
"maxoilcubeclinicfflour","Cities","8",661.37
"maxoilcubeclinicfflour","Cities","9",672.95
"maxoilcubeclinicfflour","Cities","10",683.53
"maxoilcubecliniczflour","North","1",968.53
"maxoilcubecliniczflour","North","2",975.29
"maxoilcubecliniczflour","North","3",1097.18
"maxoilcubecliniczflour","North","4",1687.03
"maxoilcubecliniczflour","North","5",1710.84
"maxoilcubecliniczflour","North","6",1737.44
"maxoilcubecliniczflour","North","7",1766.12
"maxoilcubecliniczflour","North","8",1797.90
"maxoilcubecliniczflour","North","9",1832.76
"maxoilcubecliniczflour","North","10",1871.11
"maxoilcubecliniczflour","South","1",619.17
"maxoilcubecliniczflour","South","2",622.83
"maxoilcubecliniczflour","South","3",645.25
"maxoilcubecliniczflour","South","4",915.63
"maxoilcubecliniczflour","South","5",920.92
"maxoilcubecliniczflour","South","6",925.38
"maxoilcubecliniczflour","South","7",928.03
"maxoilcubecliniczflour","South","8",930.67
"maxoilcubecliniczflour","South","9",933.32
"maxoilcubecliniczflour","South","10",935.14
"maxoilcubecliniczflour","Cities","1",549.57
"maxoilcubecliniczflour","Cities","2",564.80
"maxoilcubecliniczflour","Cities","3",602.87
"maxoilcubecliniczflour","Cities","4",685.42
"maxoilcubecliniczflour","Cities","5",703.23
"maxoilcubecliniczflour","Cities","6",720.03
"maxoilcubecliniczflour","Cities","7",735.05
"maxoilcubecliniczflour","Cities","8",750.07
"maxoilcubecliniczflour","Cities","9",766.09
"maxoilcubecliniczflour","Cities","10",779.33
"maxoilcubecliniczflourfcube","North","1",1941.51
"maxoilcubecliniczflourfcube","North","2",1955.26
"maxoilcubecliniczflourfcube","North","3",1972.40
"maxoilcubecliniczflourfcube","North","4",1996.03
"maxoilcubecliniczflourfcube","North","5",2025.84
"maxoilcubecliniczflourfcube","North","6",2057.44
"maxoilcubecliniczflourfcube","North","7",2091.12
"maxoilcubecliniczflourfcube","North","8",2129.90
"maxoilcubecliniczflourfcube","North","9",2172.76
"maxoilcubecliniczflourfcube","North","10",2219.11
"maxoilcubecliniczflourfcube","South","1",1333.59
"maxoilcubecliniczflourfcube","South","2",1340.88
"maxoilcubecliniczflourfcube","South","3",1347.34
"maxoilcubecliniczflourfcube","South","4",1354.63
"maxoilcubecliniczflourfcube","South","5",1360.92
"maxoilcubecliniczflourfcube","South","6",1366.38
"maxoilcubecliniczflourfcube","South","7",1371.03
"maxoilcubecliniczflourfcube","South","8",1374.67
"maxoilcubecliniczflourfcube","South","9",1378.32
"maxoilcubecliniczflourfcube","South","10",1380.14
"maxoilcubecliniczflourfcube","Cities","1",813.68
"maxoilcubecliniczflourfcube","Cities","2",836.26
"maxoilcubecliniczflourfcube","Cities","3",859.84
"maxoilcubecliniczflourfcube","Cities","4",882.42
"maxoilcubecliniczflourfcube","Cities","5",903.23
"maxoilcubecliniczflourfcube","Cities","6",924.03
"maxoilcubecliniczflourfcube","Cities","7",944.05
"maxoilcubecliniczflourfcube","Cities","8",962.07
"maxoilcubecliniczflourfcube","Cities","9",981.09
"maxoilcubecliniczflourfcube","Cities","10",996.33
